H-ID,type_id,source_language 965,language 1090,author_or_creator 15 H-ID,author 1091,title 1092,date 9,century 1093,date_freetext 1094,geste 1097 H-ID,geste_freetext 1098,scripta 1099,scripta_freetext 1100,status_trad 1101,status_trad_freetext 1102,lost_older_version_choice 1103,lost_older_version_identification 1104 H-ID,ancient_translations_freetext 1105,ancient_translations_total 1106,rewritings_freetext 1107,rewritings_total 1108,note 1109,jonas_id 1110,arlima_id 1111,deaf_reference 1112,moisan_reference 1113,moisan_cycle 1114,bossuat_reference 1115,stemma 1117 H-ID,suard_reference 1118,genre 1129,subgenre 1130,form 1163,verse_type 1165,length 1166,rhyme_type 1167,arlima_link 1181
566,101,,,,,Moniage Ogier,,,,131,Moniage Ogier,,,lost_low-cert,,,,,,,,"Hypothèse de Bédier et R. Lejeune, d'un 'Moniage Ogier' perdu exploité par les moines de Meaux et l'auteur de la Chevalerie Ogier. Moisan sIII.",,,,,,I p. 49; sII p. 25; sIII p. 119,,,,,,,,,
527,101,,,,,Morant et Galienne,1100-01-01 00:00:00|1200-01-01 00:00:00,,av. 1200,178,Morant et Galienne,,,lost,,,,"Karlmeinet, Morant und Galie",,,,"Poème à l'origine de l'épisode du Karlmeinet et du Morant und Galie bas rhénan c. 1200, et du témoignage de Thomasin von Zirclaere vers. 1215.",,,,MGa étr.,,,,,,,,,,,
567,101,,,,,Mort (ou Testament) Charlemagne,,,,179,Mort Charlemagne,,,lost_low-cert,,,,,,,,"Modèle du texte franco-italien, qui prenait peut-être place dans ""le grand cycle de Guillaume d'Orange, tel qu'il se présentait, fin du XIIe ou début du XIIIe siècle' selon Contini, cf. Moisan sIII.",,,,,,I p. 49; sII p. 25; sIII p. 119,,,,,,,,,
747,101,,,,,Mort Aimeri de Narbonne,1175-01-01 00:00:00|1200-01-01 00:00:00,,XII3/3,101,Mort Aimeri de Narbonne,,champ. mérid.?,surviving,,maybe,,,,,,"cf. Moisan sIII sur existence possible de versions antérieures et remaniements perdus. Stengel, in the edition of the Düsseldorf fragm., does not draw a stemma, but writes «Aus den Varianten ergiebt sich, dafs unser Text «mit dem von H zunächst verwandt ist und ihnen beiden zunächst wieder B steht, während PD sich selbst sehr nahe treten, von den ändern Hss. aber scharf gesondert sind. »",,,,MAN,"Guillaume, Garin de Monglane",,,,,,,,,,https://arlima.net/no/215
622,101,,,,,Mort Godefroi,,,,940,Conquete de Jerusalem,,,surviving,,,,,,,,continuation du chevalier au cygne,,,,,,,,,,,,,,,
748,101,,fro_IT,,,Morte di Carlo Magno,1340-01-01 00:00:00|1360-01-01 00:00:00,,XIVmed,179,Mort Charlemagne,,,surviving,,maybe,,,,,,,,,,MC,Guillaume,,,,,,,,,,https://arlima.net/no/173
677,101,,,,,Naissance du chevalier au cygne Beatrix,1180-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2 ou XIIfin,194,Naissance chevalier au cygne,,pic.,surviving,,,,,,,,,,,,NCC2,Croisade,,,,,,,,,,https://arlima.net/no/267
676,101,,,,,Naissance du chevalier au cygne Elioxe,1180-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2 ou XIIfin,194,Naissance chevalier au cygne,,pic.,surviving,,,,,,,,"cf. chevalier au cygne, à éclaircir. Citations de Claude Fauchet de 5 v., cf. Moisan sIV Fau.",,,,NCC1,Croisade,sIII p. 184,,,,,,,,,https://arlima.net/no/267
635,101,,,,,Narbonnais,1200-01-01 00:00:00|1220-01-01 00:00:00,,"XIIIdeb, c. 1210",102,Narbonnais,,IdF,surviving,,yes,,,,,,"Réunion par Suchier de deux poèmes auparavant considérés comme indépendants, le Departement des enfants Aimeri et le Siege de Narbonne. Existe aussi une version assonancée plus ancienne, cf. Moisan. Probables versions plus anciennes perdues; allusions d'Andrea da Barberino, Storie Nerbonesi, à des traditions pas reflétées par les textes conservées, cf. Moisan sIII.",,,,N1,"Guillaume, Garin de Monglane",,,,,,,,,,https://arlima.net/no/1722
660,101,,,,Nicola da Casola,Guerra d'Attila,1358-01-01 00:00:00,,"XIV, 1358",65,Guerra d'Attila,,,surviving,,,,,,,,10744 alexandrins répartis en laisses monorimes,,,,,,,,,,,,,,,https://arlima.net/no/343
751,101,,fro_IT,,Nicolò da Verona,Prise de Pampelune,1350-01-01 00:00:00,,"XIV, c. 1350",149,Prise de Pampelune,,,surviving,,maybe,,,,,,Moisan distingue le court texte de transition écrit pour lier Entrée d'Espagne et Prise de Pampelune de ce dernier texte lui-même. Les deux sont pourtant dus à Niccolo da Verona. Moisan sIII: prise de Pampelune pouvait avoir un antécédent 'avant le début du XIIe siècle' et le PsT pourrait s'être inspiré d'une légende perdue.,,,,EE3+PP,Charlemagne,,,,,,,,,,https://arlima.net/no/344
648,101,,,,,Octavian,,,XIIIfin,209,Florent et Octavian,,,surviving,,,,,,,,"Version en 5371 octosyllabes, à la limite du genre.",,,,,,I p. 69,,,,,,,,,https://arlima.net/no/245
639,101,,fro_IT,,,Orlandino [Geste Francor],1300-01-01 00:00:00|1400-01-01 00:00:00,,XIV,939,Enfances Roland,,,surviving,,,,,,,,,,,,Orl1 etr.,Charlemagne,I p. 68; sII p. 28; sIII p. 139,,,,,,,,,https://arlima.net/no/345
680,101,,,,,Orson de Beauvais,1180-01-01 00:00:00|1220-01-01 00:00:00,,"XII ou XIII, c. 1180-1185 ou déb. XIII",183,Orson de Beauvais,,traits pic. (ms. lorr.),surviving,,,,,,,,"Source: probable poème perdu consacré à Charles Martel, cf. Moisan sIII; allusion dans Renaut de Montauban; cf. Moisan sIII, à éclaircir.",,,,OB,indép.,,,,,,,,,,https://arlima.net/no/1766
528,101,,,,,Ospinel et Magdalie,,,,153,Ospinel et Magdalie,,,lost,,,,allemande (Karlmeinet),,,,"source d'un texte allemand, incorporé au Karlmeinet, cf. Moisan sIII. De tête, attestation du personnage dans d'autres œuvres, notamment Gesta Karoli Magni ad…",,,,,,,,,,,,,,,
731,101,,,,,Otinel / Otuel,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIex?,146,Otinel / Otuel,,,surviving,,maybe,,"gallois, norrois, suédois, danois, féroéen, latin, italien, anglais",,,,"NB: possible Otinel franco-italien perdu. Aussi, version antérieure ou au moins différente est assez possible également, étant donnée les traces éparses, l'onomastique, la Cronica…",,,,Ot,Charlemagne,,,,,,,,,,https://arlima.net/no/374
681,101,,,,,Parise la Duchesse,1125-01-01 00:00:00|1300-01-01 00:00:00,,"XII2/4 ou XIII 4/4?, c. 1200, déb. XIII, ou apr. 1250",123,Parise la Duchesse,,traits pic.?,surviving,,,,,,,,,,,,PD,Nanteuil,I p. 84; sIII p. 129,,,,,,,,,https://arlima.net/no/1788
518,101,,,,Pélerin Richard (?),Conquete de Jerusalem,1130-01-01 00:00:00|1135-01-01 00:00:00,,"XII, c. 1130-1135",940,Conquete de Jerusalem,,,lost,,,,,,,,"Quelques éléments repris dans a Gran Conquista de Ultramar, DLF 1964 220 + R 66 1940 32-48. Moisan sIII.",,,,,,,,,,,,,,,https://arlima.net/no/300
754,101,,fro,,Pélerin Richard,Antioche,1100-01-01 00:00:00|1150-01-01 00:00:00,,XII1/2,184,Antioche,,pic.,fragm,,,,,,,,"Sur les fragments de cette version, voir Moisan et sa bibl. On pourrait presque distinguer deux versions anciennes (épisode interpolé). Arlima ajoute une version du XIVe. Voir aussi Moisan sIII. Citations de Claude Fauchet de 2 v., cf. Moisan sIV Fau.",,,,CA2-4,Croisade,I p. 86; sII p. 34; sIII p. 184 et 187,,,,,,,,,https://arlima.net/no/255
682,101,,,,,Pélerinage de Charlemagne,1060-01-01 00:00:00|1149-01-01 00:00:00,,"XII (ou XI?); XIIdeb, ou 1060-1175, ou peu après 1149",155,Pélerinage de Charlemagne,,,surviving,,,,"norvégien, suédois, danois, gallois",,,,"Aussi renouvellement français au début de Galien. Selon G. Toja, un cantare italien d'Ogier garderait trace d'un gab d'Olivier plus archaïque que celui du Pélerinage (B sIII p. 135). Le résumé de la KSaga pourrait être d'une source plus ancienne.",,,,VC,Charlemagne,,,,,,,,,,https://arlima.net/no/42
749,101,,,,,Prise d' Orange,1160-01-01 00:00:00|1220-01-01 00:00:00,,"XII, 1160-1165 ou fin XII – deb XIII",92,Prise d' Orange,,NA,surviving,,maybe,,,,,,,,,,PO,Guillaume,,,,,,,,,,https://arlima.net/no/216
625,101,,,,,Prise d'Acre,,,,940,Conquete de Jerusalem,,,surviving,,,,,,,,continuation du chevalier au cygne,,,,,,I p. 62,,,,,,,,,
529,101,,,,,Prise d'Orange primitive,,,,92,Prise d' Orange,,,lost,,,,,,,,"À voir. Bossuat renvoie à Fichtner, Studien über die Prise d'Orange…, qui parle d'une version primitive et prétend en retrouver des vers à la fin du ms. de Berne, mais ceux-ci pourraient être une addition de copiste: 648 v. qu'il publie sous le nom de Siège d'Orange. R. Weeks, PMLA 16 1901 361-374 'suppose l'existence d'une version ancienne d'après quelques textes latins …'. Voir aussi Moisan sIII",,,,,,,,,,,,,,,
750,101,,,,,Prise de Cordres et de Sebille,1190-01-01 00:00:00|1225-01-01 00:00:00,,"XII, 1190-1195 ou plutôt XIII1/4",103,Prise de Cordres et de Sebille,,IdF,surviving,,maybe,,,,,,"Possible Prise de Cordres primitive perdue, connue par la chanson de Roland, cf. Moisan sIII. Cette version serait une continuation de Guibert d'Andrenas",,,PriseCordD,PC,Guillaume,I p. 83; sII p. 34; sIII p. 184,,,,,,,,,https://arlima.net/no/1880
569,101,,,,,Prise de Nobles,,,?,147,Prise de Nobles,,,lost_low-cert,,,,,,,,"Allusion dans Roland d'Oxford, dans la KSaga, dans le PsT (mais Nobles > Grenobles là). Une prise de Nobles par Roland dans les chants XIII et XIV de la Spagna.",,,,,,I p. 49,,,,,,,,,
705,101,,,,,Prologue des Lorrains du ms. de Turin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,101,,fro_IT,,Raffaele da Verona,Aquilon de Bavière,1379-01-01 00:00:00|1407-01-01 00:00:00,,c. 1379-1407,173,Aquilon de Bavière,,,surviving,,maybe,,,,,,cf. Moisan sIII sur existence possible de versions antérieures et remaniements perdus. Cette version est majoritairement en prose (à part le prologue) et pourrait être exclue de cette liste.,,,,AqB etr.,Charlemagne,,,,,,,,,,https://arlima.net/no/747
531,101,,,,,Raimbaud et Hamon,1080-01-01 00:00:00|1100-01-01 00:00:00,,XI fin ?,154,Raimbaud et Hamon,,,lost,,,,,,,,"1re branche KS, + Aebischer, dans Rolandiana et Borealia, suppose que plus ancien que Roland. Couple cité dans le Rol Oxf. Cf. aussi Moisan sIII.",,,,,,,,,,,,,,,
721,101,,,,Raimbert de Paris,Chevalerie Ogier de Danemarche,1180-01-01 00:00:00|1300-01-01 00:00:00,,"XIIfin ou XIII, c. 1200 ou 1220",126,Chevalerie Ogier,,IdF,surviving,,maybe,,néerlandaise,,,,"Reprendre tous les Ogier avec le DÉAF. Bossuat: version de Raimbert composée de deux parties nettement distinctes, Enfances et Chevalerie. Enfances remaniées au XIII4/4 par Adenet. Aussi une version franco-italienne. Version de Raimbert serait aussi un remaniement d'une version antérieure perdue. Vers. néerlandaise, V AN D IJK , Hans : «Ogier van Denemarken», dans Olifant, 24 (1), 2005, pp. 23-38.",,,,COD,"Doon de Maience,Charlemagne",,861,,,,,,,,https://arlima.net/no/338
570,101,,,,,Rainouart et Aelis,1180-01-01 00:00:00|1200-01-01 00:00:00,,XII fin,115,Rainouart et Aelis?,,,lost_low-cert,,,,,,,,"Moisan sIII: possible poème fin XIIe perdu, racontant les amours de Rainouart et Aelis, la conquête de l'Espagne par Guillaume, et le couronnement d'Aelis comme reine de Cordoue.",,,,,,,,,,,,,,,
580,101,,,,,Rainouart primitif,,,,114,Rainouart,,,lost_low-cert,perdue / hypoth. ?,,,,,,,"Voir le résumé par Moisan G1 et G2, Al, et les entrées corresp. Arlima et DLFMA. Aussi Moisan sIII.",,,,,,,,,,,,,,,
646,101,,,,,Raoul de Cambrai,1175-01-01 00:00:00|1200-01-01 00:00:00,,"XII, 1175-1200",70,Raoul de Cambrai,,NE,surviving,,yes,,,,,,"Bossuat: Longnon suppose une rédaction primitive fin Xe, par Bertolai de Laon, un remaniement fin XIe sous l'influence de la maison de Ribemont, et le poème conservé du XII 2/2. J. Flach relève des archaïsmes juridiques incompatibles avec féodalité du XIIe. [crois me souvenir de discussion avec M. Banniard sur ce sujet. Voir sa bibliogr. Dans même volume que G. Hasenohr sur abrév., Peuples d'Europe?]. Autres indices familles de Rumigny, Florennes et Ribemont, selon F. Lot. Cf. aussi Moisan sIII. Allusion de Guilhem de Berguedan aux 4 fils de Herbert dans un sirventes de 1190 prouve que thème connu en Catalogne et que des rédactions plus anciennes existaient. Citations de Claude Fauchet de 259 v., cf. Moisan sIV Fau.",,,,RC,Nord,,,,,,,,,,https://arlima.net/no/317
753,101,,fro,,,Reine Sébile (ou Macaire),1250-01-01 00:00:00,,c. 1250,180,Reine Sébile,,,fragm,,yes,,"allemande (Elisabeth de Lorraine-Vaudémont), castillane",,Mise en prose,,"En fait, cette version serait un remaniement v. 1250 d'une version originale perdue de la fin XIIe-déb. XIIIe. Une des versions était connue par Aubri des Trois Fontaines. Jean d'Outremeuse a utilisé une version différente de celles conservées. Cantar de gesta castillan perdu supposé. Cf. Moisan sIII. Sur les différentes versions de ce texte: F INET - VAN DER S CHAAF , Baukje : L’histoire de la Reine Sebille : la chanson, les chroniques et le(s) roman(s) en prose, dans Le Nord..., pp. 67-82.",,,,Mac,Charlemagne,,,,,,,,,,https://arlima.net/no/1611
571,101,,fro,,,Reine Sébile (ou Macaire) perdue,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIfin,180,Reine Sébile,,,lost_low-cert,,,,,,,,Hypothétique version en décasyllabes. Moisan sIII.,,,,Mac,Charlemagne,I p. 50; sIII p. 120,,,,,,,,,
618,101,,,,Renaud?,Chevalier au Cygne (Beatrix),1180-01-01 00:00:00|1200-01-01 00:00:00,,"XIIfin, c. 1200 (av. la 3e croisade, cf. Suard)",189,Chevalier au Cygne,,pic.,surviving,,,,,,"Trois mises en prose, dont une perdue",,"cf. aussi Enfances Godefroi. Possibilité aussi de distinguer une 'Naissance du chevalier au cygne' (soit 3 entrées en tout). Bossuat: insertion, l'épisode du cygne serait, selon G. Paris, 'une légende ancienne, née en Lotharingie'. Huet, R, 34 1905 206-214, suppose une chanson perdue (version Beatrix -> point à éclaircir. Je crois que j'en parle dans ma thèse), correspondant à CC1 selon Moisan sIII. B sIII, distinction Naissance du chevalier au cygne, Chevalier au cygne, Enfances Godefroi.TODO: à distinguer à la fin avec l'ensemble de la bibliographie. Citation de Claude Fauchet, jadis non identifiée, cf. The Old French Crusade Cycle volume 1: La Naissance du Chevalier au Cygne_, p. lxiv",,,,,,,,,,,,,,,https://arlima.net/no/267
659,101,,,,Renaud?,Godefroi de Bouillon,1200-01-01 00:00:00,,c. 1200,193,Godefroi de Bouillon,,pic.,surviving,,,,,,,,,,,,GoB,Croisade,I p. 82; sIII p. 182,,,,,,,,,
668,101,,,,,Renaut de Montauban,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIfin,136,Renaut de Montauban,,,surviving,,yes,,"italien, néerlandais, allemand",,,,"aussi version franco-italienne. Moisan sIII: possible de supposer une légende assez ancienne; texte conservé serait un remaniement de la fin XIIe. Jean d'Outremeuse, Mireur, donne un résumé avec des particularités que nous n'avons pas dans les versions conservées. Version franco-italienne: conservée ou supposée à partir du Rinaldo da Montalbano? Vers. néerlandaise et allemande, et les mises en prose dans ces langues, auraient eu accès à une version plus ancienne que celles que nous conservons. Citations de Claude Fauchet de 200 v., cf. Moisan sIV Fau. Vers. néerl: S PIJKER , Irene : « Renout van Montalbaen », dans Olifant, 23 (1), 2004, pp. 28-43.",,,,RM,"Doon de Maience, Charlemagne",,,,,,,,,,https://arlima.net/no/318
685,101,,,,,Renaut de Montauban – remaniements,1300-01-01 00:00:00|1440-01-01 00:00:00,,"XIV-XV, av. 1440",136,Renaut de Montauban,,,surviving,,,,,,,,Version en 28392 alexandrins rimés.,,,,,,,,,,,,,,,https://arlima.net/no/318
758,101,,,,,Renier de Gennes,1300-01-01 00:00:00|1400-01-01 00:00:00,,XIV,111,Enfances Renier?,,NA,fragm,,,,,,Mise en prose,,"cf. Moniage Rainouart. À éclaircir. cf. aussi B sIII no 1204. Moisan, RG: fragm. conservé dans le roman en prose Ars. 3351",,,,RG,Garin de Monglane,I p. 54; sIII p. 129,,,,,,,,,https://arlima.net/no/1939
703,101,,,,,Retour de Cornumaran,1200-01-01 00:00:00|1220-01-01 00:00:00,,XIIIdeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,101,,,,,Richier,,,,160,Richier,,,lost,,,,,,,,"d'après G. Paris, selon chronique en prose du BnF, fr. 5003. Cette 'chronique française' résume diverses chansons de geste, dont deux perdues, Arnaïs d'Orléans et Richier, fils de Naime, aux prises avec les traîtres Guion et Alori, frères de Ganelo, cf. Moisan sIII. Cf. aussi Suard p. 263.",,,,,,I p. 38; sIII p. 111,,,,,,,,,
684,101,,fro_IT,,,Rinaldo da Monte Albano,1380-01-01 00:00:00|1400-01-01 00:00:00,,XIVfin,136,Renaut de Montauban,,,surviving,,,,,,,,?? Ou hypothèse de Fl. Callu-Turiaf (cf. Suard p. 376),,,,RM2 etr.,"Doon de Maience,Charlemagne",,,,,,,,,,
533,101,,,,,Roi Vivien ou Iwen,1001-01-01 00:00:00|1100-01-01 00:00:00,,XI?,106,Roi Vivien,,,lost,,,,,,,,"Allusion au v. 3995-3998 du Roland d'Oxford, à comp. avec branche VIII de la Karl Magnus Kronike. Moisan sIII.",,,,,,II p. 24,,,,,,,,,
626,101,,,,,Rois Baudouin,,,,940,Conquete de Jerusalem,,,surviving,,,,,,,,,,,,,,,,,,,,,,,
690,101,,,,,Roland,1001-01-01 00:00:00|1100-01-01 00:00:00,,XI,941,Roland,,,surviving,,yes,,"latin, allemand, néerlandais, italien, basque, norroises, occitan, espagnol, anglaise (fragm)...",,,,"Selon WW Kibler, dans la France médiévale, d'autres chansons (perdues) sur Roland et Ganelon (B sIII no 1581). [sur une explication 'hagiographique' des origines, M.A. Peï, Frénch Precursors of the Chanson de Roland, NY, 1948.] Sur le 'cantar de gesta', cf. Bossuat II no 6137 n. Distinguer les versions? Possible Passio Beati Rotolandi latine perdue, dont on garderait quelques traces versifiées, qui aurait servi pour le Roland français, cf. Moisan sIII. Citations de Claude Fauchet, cf. Moisan sIV Fau. Trad. anglaise: H ARDMAN , Philippa : Speaking of Roland. The Middle English «Roland» Fragment in BL MS Lansdowne 388, dans Reading Medieval Studies, 34, 2008, pp. 99-121.",,,,Ro,Charlemagne,,,,,,,,,,https://arlima.net/no/11
686,101,pro,pro,,,Roland à Saragosse,1100-01-01 00:00:00|1400-01-01 00:00:00,,"XIV ou avant, XII 2/2, ou XII1/4",942,Roland,,,surviving,,,,,,,,"Peut-être même auteur que Ronsasvals.. Répandu en Catalogne dès la fun du XIIe?, d'après le témoignage de Guilhem de Berguedan (1180-1185); peut-être dans le Sud de la France dès le XII2/2.",,,,RS,Charlemagne,,,,,,,,,,https://arlima.net/no/177
534,101,,,,,Roland perdu(s),0901-01-01 00:00:00|1050-01-01 00:00:00,,"X-XI, avant c. 1050?",941,Roland,,,lost,,,,,,,,"Très nombreuses allusions anciennes à la légende de Roland, et probable nombreuses versions perdues, de formes diverses. Notamment, il devait y avoir une version antérieure à l'insertion de l'épisode Baligant, et peut-être aussi sans Blancandrin, avec une mort d'Ogier à Roncevaux, peut-être sans Olivier ni Aude. Plus généralement, ""On admet l'existence d'une Chanson de Roland différente de celle du manuscrit d'Oxford, aux environs de l'année 1050 (…). Cet archétype est la source du Roland d'Oxford et du Roland de Venise. Nombreuses hypothèses. Moisan sIII. Témoignage aussi de la Nota Emilianense, qui, c. 1065-1075, résumé un Cantar de Rodlane perdu.",,,,,,,,,,,,,,,
679,101,,pro,,,Ronsasvals,1100-01-01 00:00:00|1400-01-01 00:00:00,,XIV (Roques); av. 1250 (Schulze-Busacker); XIIdeb,941,Roland,,,surviving,,yes,,,,,,Renouvellement d'un texte provençal perdu?,,,,Ron,Charlemagne,I p. 26; sIII p. 101,,,,,,,,,https://arlima.net/no/178
572,101,,,,,Saladin,1300-01-01 00:00:00|1400-01-01 00:00:00,,XIV,199,Saladin,,,lost_low-cert,,,,,,,,Moisan sIII: poème non conservé sur Saladin et la Chute de Jérusalem connu par des réfs extérieures et aurait représenté le 4e poème du 2nd cycle de la croisade. Voir aussi Suard p. 288. Texte source du Saladin du Jean d'Avesnes et de la partie centrale de l'Histoire des princes de Déols de Jean de la Gogue.,,,,Sal,Croisade,I p. 50; sII p. 26; sIII p. 124,,,,,,,,,
769,101,,pro,,,San Gili,1101-01-01 00:00:00|1200-01-01 00:00:00,,XII (après la canso d'Antiocha),204,San Gili,,prov.,fragm,,,,,,,,"Voir P. Meyer, Archives de l'Orient Latin, 2 (1884) 469-470 n. Copie fragm. de 1779 (Toulouse). Récit des exploits de Raimon de Saint-Gilles, comte de Toulouse, lors de la 1re croisade. Est-ce la même que la chanson du Comte de Toulouse (fragm. de 72 décasyllabes, sur le thème de la femme innocente persécutée par le séducteur repoussé) évoqué par Camproux, p. 35?",,,,CSG,Croisade,,,,,,,,,,
536,101,,,,,Sansonnet (del orfanin Sansunnet),,,,203,Sansonnet,,,lost,,,,,,,,"mentionnée par Robert de Gretham, prologue Miroir, et aussi mentionnée par Suard, p. 263, cf. Louis Gemenne, « Sansonnet : avis de recherche d'un orphelin épique », L'épopée romane 1, t.~2, p.~665-676. Autre indications dans la 'chronique française'. Moisan sIII.",,,,,,,,,,,,,,,
687,101,,fro_ENG,,,Siege d'Antioche / Récit en vers de la première croisade d'après Baudri de Bourgueil,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIfin,205,Siege d'Antioche,,normand d'angl.,surviving,,,,,,,,"Fragment édité par P. Meyer, cf. corpus Geste.  Continuation dans CroisSpaldM. Jennifer Gabel de Aguirre, La Chanson de la Première Croisade en ancien français d'après Baudri de Bourgueil, Romanische Texte des Mittelalters, Heidelberg, Carl Winter, 2015",,,CroisBaudriM,PrCr1-9,Croisade,,,,,,,,,,https://arlima.net/no/2008
530,101,,,,,Siege d'Orange primitif,,,,93,Prise d' Orange?,,,lost,,,,,,,,"Voir aussi Prise d'Orange primitive, cf. Paola Moreno, « Une allusion au Siège d'Orange perdu dans Foucon de Candie », L'épopée romane au Moyen Âge et aux Temps Modernes, 1997, p. 481 et suiv. Voir aussi M. Tyssens, ""Le Siège d'Orange perdu"", dans BRABL de Barcelona, 31 1965-1966 321-329. Moisan sIII. Peut-être une suite de la Prise d'Orange primitive, disparue à la suite de remaniements, ou lors de l'insertion de la Prise d'Orange dans un ensemble plus vaste.",,,,,,I p. 37; sII p. 24,,,,,,,,,
691,101,,,,,Siege de Barbastre,1150-01-01 00:00:00|1220-01-01 00:00:00,,"XII2/2, 1170-1200, ou XIIIdeb",104,Siege de Barbastre,,champ.,surviving,,,,,,,,,,,,SB,Guillaume,,,,,,,,,,https://arlima.net/no/251
539,101,,,,,Siege de Gerone / Hernaut de Gerone,0901-01-01 00:00:00|1200-01-01 00:00:00,,X-XII,141,Siege de Gerone?,,,lost,,,,,,,,"Allusion, dans Aymeri de Narbonne, v. 3539-3543, à Hernaut assiégé dans Gérone par les 12 fils du paien Borrel. Attaque du sarrasin Borel contre une cité, avec mention d'Ernaldus, dans le fragm. de la Haye (c. 980-1030) indique une origine très ancienne à la légende. Moisan sIII; voir notamment JH Griswald, Archéologie de l'épopée médiévale, Paris, 1981, 290-299.",,,,,,,,,,,,,,,
573,101,,,,,Siege de Milan,,,,142,Siege de Milan?,,,lost_low-cert,,,,anglaise,,,,"Possible source du Sege of Melayne, lié avec les Otuel MAngl. Moisan sIII.",,,,,,,,,,,,,,,
770,101,,,,,Siège de Narbonne assonancé,,,,105,Siege de Narbonne,,,fragm,,,,,,,,"Cf. Suard p. 263. Épisode assez développé du siège de Narbonne dans le Roland V4, et quelques échos (écourtés?) dans Rol Oxf 2994-2995 et 3863. Échos dans Aimeri de Narbonne. Moisan sIII. Distinguer du Siege de Narbonne contenu dans les Narbonnais.",,,,,,,,,,,,,,,
692,101,,,,,Simon de Pouille,1200-01-01 00:00:00|1250-01-01 00:00:00,,XIII1/2,107,Simon de Pouille,,Est?,surviving,,,,,,remaniement,,,,,,SP,"Garin de Monglane, Charlemagne",,,,,,,,,,https://arlima.net/no/2015
540,101,,,,,Synagon,1170-01-01 00:00:00,,"XII, c. 1170?",143,Synagon?,,,lost,,,,,,,,"Serait une geste perdue intégrée dans le Moniage Guillaume 2, mais très contesté. Moisan sIII.",,,,,,I p. 39; sII p. 24; sIII p. 112,,,,,,,,,
771,101,,,,,Syracon,1180-01-01 00:00:00|1200-01-01 00:00:00,,XIIfin,144,Syracon,,norm.,fragm,,,,,,,,"Voir E. Stengel, Rom. Stud. 1 1871-1875 380. J. Richard, La Chanson de Syracon et la légende de Saladin, Journal Asiatique 1949 155-158. Suard p. 263. Voir aussi surtout:   La 'Chanson de Syracon' Rinoldi, Paolo. (2011) - In: Medioevo romanzo vol. 35 (2011) p. 406-424",,,,Syr,indép.,,,,,,,,,,https://arlima.net/no/5349
574,101,,,,,Taillefer de Leon,,,,145,Taillefer de Leon?,,,lost_low-cert,,,,,,,,"Possible héros d'une geste locale (Saintonge-Augoumois), dont prototype serait Guillaume Ier, comte d'Angoulême (916-962), vainqueur des Normands. Allusions dans la Chronique saintongeaise, avec d'autres héros locaux, inconnus par ailleurs. Ce Taillefer se retrouve aussi dans les interpolations du PsT saintongeais.",,,,,,I p. 52; sII p. 26,,,,,,,,,
779,101,,pro,,,Tersin,1200-01-01 00:00:00|1300-01-01 00:00:00,,XIII?,230,Arles,,,lost,,,,,,,,"Chanson perdue mais supposée, à paritr de deux mises en prose provençales tardives, de la Kaiserkronik et d'autres sources par P. Meyer, Tersin, tradition arlésienne, R, 1-1, 1872. p. 51-68, https://doi.org/10.3406/roma.1872.6562",,,,,Charlemagne,I p. 35,,,,,,,,,
701,101,,,,,Theseus de Cologne,1300-01-01 00:00:00|1361-01-01 00:00:00,,"XIV, apr. 1361",210,Theseus de Cologne,,NA,surviving,,yes,,,,renouv.: deux versions en prose,,Cf. Moisan sIII. et Suard p. 307.,,,,TC,Dagobert,,,,,,,,,,https://arlima.net/no/2058
575,101,,,,,Theseus de Cologne perdu,,,,210,Theseus de Cologne,,,lost_low-cert,,,,,,,,"Le Theseus de Cologne en alexandrins serait ""Remaniement d'une chanson de geste perdue traitant des aventures de Theseus, fils du roi Floridas, roi de Cologne"" (Arlima).",,,,,,,,,,,,,,,
693,101,,,,,Theseus de Cologne – Continuation,,,,210,Theseus de Cologne,,,surviving,,,,,,,,"Continuation du précédent par un auteur différent, cf. Suard p. 307.",,,,,,,,,,,,,,,https://arlima.net/no/2058
739,101,,fro_ENG,,Thomas,Horn,1170-01-01 00:00:00|1200-01-01 00:00:00,,"XII, c. 1180-1200; c. 1170 [Arlima]",170,Horn,,AN de l'Ouest,surviving,,maybe,,,,,,"Roman d'aventures (""chanson d'aventure"" selon Suard), mais en laisses d'alexandrins. Horn se présente comme la suite d'un Aaluf, perdu. -> entrée à faire?",,,,H,anglaise,I p. 32; sII p. 23; sIII p. 106,,,,,,,,,https://arlima.net/no/235
